,Member_number,Date,itemDescription,TransactionID
12584,2172,2014-06-21,Berries,2172_2014-06-21
12585,4939,2014-02-16,Fruit/Vegetable Juice,4939_2014-02-16
12586,3112,2014-05-08,Whole Milk,3112_2014-05-08
12587,1988,2014-03-30,Whipped/Sour Cream,1988_2014-03-30
12588,3744,2014-11-03,Bottled Water,3744_2014-11-03
12589,3545,2014-11-29,Canned Beer,3545_2014-11-29
12590,1801,2014-08-21,White Bread,1801_2014-08-21
12591,2014,2014-09-07,Dessert,2014_2014-09-07
12592,1818,2014-04-12,Butter Milk,1818_2014-04-12
12593,4121,2014-01-27,Whole Milk,4121_2014-01-27
12594,4416,2014-03-03,Whole Milk,4416_2014-03-03
12595,4315,2014-04-19,Rolls/Buns,4315_2014-04-19
12596,3537,2014-08-10,Frozen Vegetables,3537_2014-08-10
12597,1496,2014-04-26,Root Vegetables,1496_2014-04-26
12598,1424,2014-01-30,Grapes,1424_2014-01-30
12599,2870,2014-12-14,Tropical Fruit,2870_2014-12-14
12600,4573,2014-06-08,Whole Milk,4573_2014-06-08
12601,4603,2014-02-12,Brown Bread,4603_2014-02-12
12602,3248,2014-05-13,Liquor,3248_2014-05-13
12603,4458,2014-01-27,Pip Fruit,4458_2014-01-27
12604,3517,2014-01-03,Curd,3517_2014-01-03
12605,3469,2014-02-04,Chicken,3469_2014-02-04
12606,4863,2014-09-03,Herbs,4863_2014-09-03
12607,4076,2014-11-18,Rolls/Buns,4076_2014-11-18
12608,1457,2014-12-02,Whole Milk,1457_2014-12-02
12609,1568,2014-01-09,Candy,1568_2014-01-09
12610,1231,2014-09-29,Yogurt,1231_2014-09-29
12611,4086,2014-06-17,Seasonal Products,4086_2014-06-17
12612,2311,2014-02-01,Pastry,2311_2014-02-01
12613,3498,2014-03-07,Zwieback,3498_2014-03-07
12614,4249,2014-03-01,Canned Beer,4249_2014-03-01
12615,4741,2014-04-13,Ice Cream,4741_2014-04-13
12616,3286,2014-08-18,Artif. Sweetener,3286_2014-08-18
12617,1865,2014-03-29,Ice Cream,1865_2014-03-29
12618,1991,2014-03-12,Tropical Fruit,1991_2014-03-12
12619,2289,2014-02-08,Uht-Milk,2289_2014-02-08
12620,4080,2014-11-10,Canned Beer,4080_2014-11-10
12621,4692,2014-08-18,Grapes,4692_2014-08-18
12622,1384,2014-01-24,Canned Beer,1384_2014-01-24
12623,1275,2014-06-19,Ice Cream,1275_2014-06-19
12624,1536,2014-07-30,Root Vegetables,1536_2014-07-30
12625,1170,2014-09-13,Pip Fruit,1170_2014-09-13
12626,1978,2014-10-15,Turkey,1978_2014-10-15
12627,2663,2014-11-15,Tropical Fruit,2663_2014-11-15
12628,3178,2014-02-01,Butter,3178_2014-02-01
12629,3039,2014-10-15,Butter,3039_2014-10-15
12630,4206,2014-12-11,Whole Milk,4206_2014-12-11
12631,3893,2014-10-09,Sausage,3893_2014-10-09
12632,4963,2014-12-29,White Wine,4963_2014-12-29
12633,1829,2014-10-12,Beverages,1829_2014-10-12
12634,1716,2014-05-31,Whole Milk,1716_2014-05-31
12635,1575,2014-04-05,Dessert,1575_2014-04-05
12636,3900,2014-01-23,Canned Vegetables,3900_2014-01-23
12637,4076,2014-04-07,Tropical Fruit,4076_2014-04-07
12638,3420,2014-10-15,Margarine,3420_2014-10-15
12639,1887,2014-05-24,Oil,1887_2014-05-24
12640,4376,2014-02-15,Other Vegetables,4376_2014-02-15
12641,4837,2014-07-07,Other Vegetables,4837_2014-07-07
12642,3698,2014-03-01,Yogurt,3698_2014-03-01
12643,3288,2014-04-22,Pip Fruit,3288_2014-04-22
12644,3044,2014-05-20,Rolls/Buns,3044_2014-05-20
12645,3877,2014-06-27,Whole Milk,3877_2014-06-27
12646,2040,2014-05-01,Rolls/Buns,2040_2014-05-01
12647,2557,2014-10-19,Sausage,2557_2014-10-19
12648,4672,2014-11-21,Cream Cheese ,4672_2014-11-21
12649,1559,2014-08-09,Sausage,1559_2014-08-09
12650,4340,2014-06-27,Bottled Beer,4340_2014-06-27
12651,1393,2014-07-21,Yogurt,1393_2014-07-21
12652,3695,2014-01-20,Frozen Vegetables,3695_2014-01-20
12653,3078,2014-12-17,Yogurt,3078_2014-12-17
12654,4937,2014-09-06,Curd,4937_2014-09-06
12655,1638,2014-08-14,Prosecco,1638_2014-08-14
12656,1908,2014-12-19,Frozen Vegetables,1908_2014-12-19
12657,2104,2014-09-25,Whole Milk,2104_2014-09-25
12658,3566,2014-01-16,Other Vegetables,3566_2014-01-16
12659,2279,2014-11-25,Bottled Water,2279_2014-11-25
12660,1033,2014-04-18,Fruit/Vegetable Juice,1033_2014-04-18
12661,3146,2014-06-27,Rolls/Buns,3146_2014-06-27
12662,4121,2014-06-06,Yogurt,4121_2014-06-06
12663,3798,2014-02-15,Chocolate Marshmallow,3798_2014-02-15
12664,3939,2014-09-25,Pip Fruit,3939_2014-09-25
12665,3473,2014-08-02,Tropical Fruit,3473_2014-08-02
12666,1750,2014-07-17,Root Vegetables,1750_2014-07-17
12667,3994,2014-12-02,Soft Cheese,3994_2014-12-02
12668,3916,2014-05-24,Canned Beer,3916_2014-05-24
12669,3779,2014-09-27,Liquor,3779_2014-09-27
12670,2547,2014-02-12,Soda,2547_2014-02-12
12671,4392,2014-01-17,Pork,4392_2014-01-17
12672,3554,2014-11-05,Artif. Sweetener,3554_2014-11-05
12673,4534,2014-10-15,Soda,4534_2014-10-15
12674,2040,2014-07-31,Canned Beer,2040_2014-07-31
12675,4575,2014-05-03,Rolls/Buns,4575_2014-05-03
12676,3086,2014-04-14,Rolls/Buns,3086_2014-04-14
12677,4479,2014-07-02,Brown Bread,4479_2014-07-02
12678,3022,2014-04-24,Whole Milk,3022_2014-04-24
12679,3248,2014-11-09,Soda,3248_2014-11-09
12680,4501,2014-09-08,Chicken,4501_2014-09-08
12681,1023,2014-05-17,Chicken,1023_2014-05-17
12682,4380,2014-11-13,Uht-Milk,4380_2014-11-13
12683,1829,2014-04-19,Pip Fruit,1829_2014-04-19
12684,3745,2014-03-25,Root Vegetables,3745_2014-03-25
12685,1127,2014-04-05,Citrus Fruit,1127_2014-04-05
12686,4943,2014-10-22,Brown Bread,4943_2014-10-22
12687,3294,2014-11-22,Grapes,3294_2014-11-22
12688,2031,2014-01-08,Rolls/Buns,2031_2014-01-08
12689,1641,2014-08-17,Other Vegetables,1641_2014-08-17
12690,1114,2014-09-04,Root Vegetables,1114_2014-09-04
12691,1910,2014-10-01,Sliced Cheese,1910_2014-10-01
12692,4340,2014-10-27,Soft Cheese,4340_2014-10-27
12693,2937,2014-01-10,Rolls/Buns,2937_2014-01-10
12694,2727,2014-01-01,Hamburger Meat,2727_2014-01-01
12695,2812,2014-12-08,Whipped/Sour Cream,2812_2014-12-08
12696,4659,2014-04-22,Grapes,4659_2014-04-22
12697,4091,2014-06-06,Other Vegetables,4091_2014-06-06
12698,2915,2014-11-04,Citrus Fruit,2915_2014-11-04
12699,2795,2014-05-03,Rolls/Buns,2795_2014-05-03
12700,1781,2014-01-24,Tropical Fruit,1781_2014-01-24
12701,2476,2014-08-24,Pip Fruit,2476_2014-08-24
12702,3405,2014-08-20,Whole Milk,3405_2014-08-20
12703,3243,2014-01-02,Whole Milk,3243_2014-01-02
12704,4972,2014-12-21,Citrus Fruit,4972_2014-12-21
12705,1574,2014-02-12,Frozen Fish,1574_2014-02-12
12706,2579,2014-10-25,Liquor,2579_2014-10-25
12707,4322,2014-04-03,Misc. Beverages,4322_2014-04-03
12708,2784,2014-12-24,Misc. Beverages,2784_2014-12-24
12709,1435,2014-04-17,Dessert,1435_2014-04-17
12710,1471,2014-08-21,Tropical Fruit,1471_2014-08-21
12711,2761,2014-07-24,Frozen Vegetables,2761_2014-07-24
12712,2807,2014-10-13,Uht-Milk,2807_2014-10-13
12713,4561,2014-06-18,Whole Milk,4561_2014-06-18
12714,2184,2014-12-18,Onions,2184_2014-12-18
12715,2053,2014-08-19,Rolls/Buns,2053_2014-08-19
12716,4400,2014-01-21,Rolls/Buns,4400_2014-01-21
12717,3429,2014-03-10,Fruit/Vegetable Juice,3429_2014-03-10
12718,2771,2014-05-08,Long Life Bakery Product,2771_2014-05-08
12719,1268,2014-10-19,Oil,1268_2014-10-19
12720,3235,2014-10-22,Whole Milk,3235_2014-10-22
12721,3816,2014-05-19,Root Vegetables,3816_2014-05-19
12722,2697,2014-02-17,Berries,2697_2014-02-17
12723,4960,2014-10-19,Root Vegetables,4960_2014-10-19
12724,4334,2014-01-29,Bottled Beer,4334_2014-01-29
12725,1462,2014-01-18,Salty Snack,1462_2014-01-18
12726,1613,2014-11-19,Other Vegetables,1613_2014-11-19
12727,3120,2014-11-08,Beef,3120_2014-11-08
12728,3396,2014-10-24,Frozen Fish,3396_2014-10-24
12729,4403,2014-04-30,Tropical Fruit,4403_2014-04-30
12730,2432,2014-01-19,Tropical Fruit,2432_2014-01-19
12731,4397,2014-12-27,Rolls/Buns,4397_2014-12-27
12732,4700,2014-02-06,Whole Milk,4700_2014-02-06
12733,2559,2014-10-27,Citrus Fruit,2559_2014-10-27
12734,3759,2014-08-29,Newspapers,3759_2014-08-29
12735,4470,2014-06-13,Tropical Fruit,4470_2014-06-13
12736,1636,2014-05-20,Root Vegetables,1636_2014-05-20
12737,4870,2014-02-21,Hamburger Meat,4870_2014-02-21
12738,3125,2014-10-05,Tropical Fruit,3125_2014-10-05
12739,1929,2014-11-15,Butter,1929_2014-11-15
12740,2871,2014-04-21,Newspapers,2871_2014-04-21
12741,3278,2014-11-29,Frozen Dessert,3278_2014-11-29
12742,2656,2014-06-05,Bottled Water,2656_2014-06-05
12743,3850,2014-01-07,Rolls/Buns,3850_2014-01-07
12744,1789,2014-01-01,Hamburger Meat,1789_2014-01-01
12745,2390,2014-01-18,Other Vegetables,2390_2014-01-18
12746,1162,2014-01-18,White Bread,1162_2014-01-18
12747,4426,2014-04-24,Whole Milk,4426_2014-04-24
12748,2339,2014-03-28,Brown Bread,2339_2014-03-28
12749,2277,2014-07-24,Curd,2277_2014-07-24
12750,3863,2014-04-05,Beverages,3863_2014-04-05
12751,4596,2014-04-22,Beverages,4596_2014-04-22
12752,4066,2014-12-02,Whole Milk,4066_2014-12-02
12753,4312,2014-07-19,Root Vegetables,4312_2014-07-19
12754,2804,2014-07-05,Rolls/Buns,2804_2014-07-05
12755,2981,2014-06-05,Fruit/Vegetable Juice,2981_2014-06-05
12756,1682,2014-04-27,Liquor,1682_2014-04-27
12757,4586,2014-08-16,Rolls/Buns,4586_2014-08-16
12758,2011,2014-04-16,Mayonnaise,2011_2014-04-16
12759,2147,2014-04-24,Tropical Fruit,2147_2014-04-24
12760,3476,2014-06-30,Meat,3476_2014-06-30
12761,3734,2014-12-16,Salty Snack,3734_2014-12-16
12762,4505,2014-11-27,Sweet Spreads,4505_2014-11-27
12763,1333,2014-06-26,Curd,1333_2014-06-26
12764,3990,2014-05-16,Salty Snack,3990_2014-05-16
12765,3137,2014-07-13,Other Vegetables,3137_2014-07-13
12766,2949,2014-03-25,Bottled Water,2949_2014-03-25
12767,4838,2014-08-09,Flower (Seeds),4838_2014-08-09
12768,3303,2014-12-21,Root Vegetables,3303_2014-12-21
12769,1803,2014-04-06,Onions,1803_2014-04-06
12770,2348,2014-11-22,Pastry,2348_2014-11-22
12771,2193,2014-01-05,Whole Milk,2193_2014-01-05
12772,2693,2014-05-21,White Bread,2693_2014-05-21
12773,2885,2014-12-26,Butter,2885_2014-12-26
12774,2629,2014-04-29,Onions,2629_2014-04-29
12775,1966,2014-10-10,Whole Milk,1966_2014-10-10
12776,4638,2014-08-11,Root Vegetables,4638_2014-08-11
12777,4695,2014-05-11,Other Vegetables,4695_2014-05-11
12778,3523,2014-05-04,Brown Bread,3523_2014-05-04
12779,3592,2014-12-20,Canned Beer,3592_2014-12-20
12780,1871,2014-12-14,Tropical Fruit,1871_2014-12-14
12781,4387,2014-09-06,White Bread,4387_2014-09-06
12782,1078,2014-08-28,Chicken,1078_2014-08-28
12783,2989,2014-09-10,Citrus Fruit,2989_2014-09-10
12784,1237,2014-02-22,Cleaner,1237_2014-02-22
12785,2043,2014-02-03,Other Vegetables,2043_2014-02-03
12786,3936,2014-06-27,Other Vegetables,3936_2014-06-27
12787,4338,2014-04-14,Tropical Fruit,4338_2014-04-14
12788,4270,2014-07-01,Nut Snack,4270_2014-07-01
12789,1950,2014-09-09,Other Vegetables,1950_2014-09-09
12790,2940,2014-01-11,Citrus Fruit,2940_2014-01-11
12791,1287,2014-11-08,Soft Cheese,1287_2014-11-08
12792,1990,2014-03-07,Rolls/Buns,1990_2014-03-07
12793,1346,2014-04-09,White Wine,1346_2014-04-09
12794,1404,2014-09-28,Rolls/Buns,1404_2014-09-28
12795,3980,2014-05-31,Pip Fruit,3980_2014-05-31
12796,2917,2014-05-27,Yogurt,2917_2014-05-27
12797,4196,2014-11-06,Rolls/Buns,4196_2014-11-06
12798,4941,2014-04-13,Liquor,4941_2014-04-13
12799,2085,2014-01-03,Soda,2085_2014-01-03
12800,4624,2014-08-21,Fruit/Vegetable Juice,4624_2014-08-21
12801,3864,2014-05-01,Other Vegetables,3864_2014-05-01
12802,3697,2014-10-04,Whole Milk,3697_2014-10-04
12803,4624,2014-08-13,Coffee,4624_2014-08-13
12804,2673,2014-04-22,Coffee,2673_2014-04-22
12805,3943,2014-04-03,Baking Powder,3943_2014-04-03
12806,2432,2014-08-24,Whole Milk,2432_2014-08-24
12807,2901,2014-06-20,Domestic Eggs,2901_2014-06-20
12808,4440,2014-03-01,Butter Milk,4440_2014-03-01
12809,4934,2014-10-13,Root Vegetables,4934_2014-10-13
12810,4256,2014-05-19,Specialty Bar,4256_2014-05-19
12811,1246,2014-06-13,Tropical Fruit,1246_2014-06-13
12812,2305,2014-10-18,Tropical Fruit,2305_2014-10-18
12813,4308,2014-10-22,Specialty Bar,4308_2014-10-22
12814,2262,2014-09-10,Whole Milk,2262_2014-09-10
12815,4963,2014-02-09,Other Vegetables,4963_2014-02-09
12816,4550,2014-01-14,Chicken,4550_2014-01-14
12817,1734,2014-11-07,Napkins,1734_2014-11-07
12818,1050,2014-10-10,Whipped/Sour Cream,1050_2014-10-10
12819,2788,2014-02-17,Dessert,2788_2014-02-17
12820,1227,2014-05-08,Yogurt,1227_2014-05-08
12821,2374,2014-05-17,Canned Beer,2374_2014-05-17
12822,3131,2014-01-31,Long Life Bakery Product,3131_2014-01-31
12823,1722,2014-11-13,Canned Beer,1722_2014-11-13
12824,3044,2014-04-08,Soda,3044_2014-04-08
12825,4849,2014-03-14,Onions,4849_2014-03-14
12826,1418,2014-06-30,Citrus Fruit,1418_2014-06-30
12827,1792,2014-07-06,Pork,1792_2014-07-06
12828,4218,2014-08-24,Soda,4218_2014-08-24
12829,1376,2014-04-02,Dessert,1376_2014-04-02
12830,2944,2014-09-13,Dog Food,2944_2014-09-13
12831,3448,2014-09-26,Beef,3448_2014-09-26
12832,4188,2014-08-20,Soda,4188_2014-08-20
12833,1278,2014-01-24,Root Vegetables,1278_2014-01-24
12834,1354,2014-03-17,Red/Blush Wine,1354_2014-03-17
12835,1690,2014-03-10,Citrus Fruit,1690_2014-03-10
12836,4364,2014-02-01,Brown Bread,4364_2014-02-01
12837,4783,2014-07-25,Other Vegetables,4783_2014-07-25
12838,3437,2014-04-19,Hamburger Meat,3437_2014-04-19
12839,4534,2014-08-28,Tropical Fruit,4534_2014-08-28
12840,2421,2014-08-05,Bottled Beer,2421_2014-08-05
12841,2938,2014-03-23,Curd,2938_2014-03-23
12842,2750,2014-10-04,Domestic Eggs,2750_2014-10-04
12843,4258,2014-06-13,Yogurt,4258_2014-06-13
12844,3023,2014-12-11,Beef,3023_2014-12-11
12845,4165,2014-11-11,Other Vegetables,4165_2014-11-11
12846,4331,2014-08-17,Coffee,4331_2014-08-17
12847,2193,2014-04-12,Beef,2193_2014-04-12
12848,4190,2014-08-24,Chicken,4190_2014-08-24
12849,4756,2014-11-10,Fruit/Vegetable Juice,4756_2014-11-10
12850,3057,2014-07-16,Soda,3057_2014-07-16
12851,2362,2014-04-05,Onions,2362_2014-04-05
12852,4402,2014-04-04,Cream Cheese ,4402_2014-04-04
12853,4191,2014-11-10,Other Vegetables,4191_2014-11-10
12854,1312,2014-09-07,Tropical Fruit,1312_2014-09-07
12855,4179,2014-08-03,Hamburger Meat,4179_2014-08-03
12856,2608,2014-11-19,Yogurt,2608_2014-11-19
12857,4991,2014-04-24,Yogurt,4991_2014-04-24
12858,2517,2014-02-26,Whipped/Sour Cream,2517_2014-02-26
12859,4745,2014-04-01,Cat Food,4745_2014-04-01
12860,1248,2014-03-25,Margarine,1248_2014-03-25
12861,3799,2014-05-22,Hamburger Meat,3799_2014-05-22
12862,2850,2014-01-10,Pip Fruit,2850_2014-01-10
12863,1788,2014-12-02,Canned Beer,1788_2014-12-02
12864,3746,2014-04-05,Chicken,3746_2014-04-05
12865,1888,2014-10-30,Chicken,1888_2014-10-30
12866,1123,2014-12-28,Pip Fruit,1123_2014-12-28
12867,4168,2014-09-23,Chicken,4168_2014-09-23
12868,2979,2014-08-25,Pip Fruit,2979_2014-08-25
12869,1417,2014-08-27,Uht-Milk,1417_2014-08-27
12870,3529,2014-06-29,Pot Plants,3529_2014-06-29
12871,3119,2014-07-02,Tropical Fruit,3119_2014-07-02
12872,1286,2014-12-19,Root Vegetables,1286_2014-12-19
12873,3670,2014-12-17,Rolls/Buns,3670_2014-12-17
12874,1869,2014-01-11,Root Vegetables,1869_2014-01-11
12875,3219,2014-09-01,Tropical Fruit,3219_2014-09-01
12876,3619,2014-08-24,Tropical Fruit,3619_2014-08-24
12877,3136,2014-04-28,Soda,3136_2014-04-28
12878,3922,2014-05-29,Soda,3922_2014-05-29
12879,2204,2014-04-02,Other Vegetables,2204_2014-04-02
12880,1115,2014-09-15,Whipped/Sour Cream,1115_2014-09-15
12881,2746,2014-09-16,Root Vegetables,2746_2014-09-16
12882,4957,2014-08-02,Whole Milk,4957_2014-08-02
12883,3814,2014-10-22,Bottled Water,3814_2014-10-22
12884,2435,2014-10-30,Citrus Fruit,2435_2014-10-30
12885,2955,2014-11-30,Root Vegetables,2955_2014-11-30
12886,4412,2014-03-13,Uht-Milk,4412_2014-03-13
12887,4401,2014-04-30,Butter,4401_2014-04-30
12888,4046,2014-12-06,Meat,4046_2014-12-06
12889,1343,2014-10-05,Red/Blush Wine,1343_2014-10-05
12890,4854,2014-12-23,Root Vegetables,4854_2014-12-23
12891,2798,2014-06-27,Rolls/Buns,2798_2014-06-27
12892,2912,2014-10-02,Whole Milk,2912_2014-10-02
12893,2941,2014-01-27,Rolls/Buns,2941_2014-01-27
12894,2594,2014-07-25,Root Vegetables,2594_2014-07-25
12895,4383,2014-06-03,Whole Milk,4383_2014-06-03
12896,4291,2014-02-02,Whole Milk,4291_2014-02-02
12897,3122,2014-06-10,Root Vegetables,3122_2014-06-10
12898,1434,2014-11-28,Chicken,1434_2014-11-28
12899,2206,2014-06-24,Frozen Vegetables,2206_2014-06-24
12900,4758,2014-12-06,Pasta,4758_2014-12-06
12901,3370,2014-11-24,Root Vegetables,3370_2014-11-24
12902,3295,2014-06-07,Hamburger Meat,3295_2014-06-07
12903,4325,2014-12-11,Pip Fruit,4325_2014-12-11
12904,3089,2014-10-27,Butter Milk,3089_2014-10-27
12905,4758,2014-04-01,Rolls/Buns,4758_2014-04-01
12906,3748,2014-02-16,Hamburger Meat,3748_2014-02-16
12907,1249,2014-10-11,Soda,1249_2014-10-11
12908,4056,2014-06-16,Rolls/Buns,4056_2014-06-16
12909,4673,2014-06-23,Curd,4673_2014-06-23
12910,4589,2014-01-24,Pork,4589_2014-01-24
12911,1995,2014-11-04,Other Vegetables,1995_2014-11-04
12912,2663,2014-03-30,Other Vegetables,2663_2014-03-30
12913,4713,2014-06-27,Bottled Water,4713_2014-06-27
12914,3353,2014-01-24,Root Vegetables,3353_2014-01-24
12915,1043,2014-06-16,Napkins,1043_2014-06-16
12916,3227,2014-03-01,Spices,3227_2014-03-01
12917,3210,2014-12-21,Citrus Fruit,3210_2014-12-21
12918,4696,2014-09-08,Root Vegetables,4696_2014-09-08
12919,4573,2014-03-24,Soft Cheese,4573_2014-03-24
12920,4409,2014-05-06,Domestic Eggs,4409_2014-05-06
12921,2994,2014-07-12,Whole Milk,2994_2014-07-12
12922,4233,2014-01-18,Chicken,4233_2014-01-18
12923,2353,2014-01-18,Soda,2353_2014-01-18
12924,4561,2014-02-25,Rolls/Buns,4561_2014-02-25
12925,1182,2014-11-16,Candy,1182_2014-11-16
12926,1223,2014-11-18,Citrus Fruit,1223_2014-11-18
12927,3837,2014-12-01,Newspapers,3837_2014-12-01
12928,1268,2014-01-30,Other Vegetables,1268_2014-01-30
12929,1649,2014-11-24,Rolls/Buns,1649_2014-11-24
12930,1113,2014-01-07,Whole Milk,1113_2014-01-07
12931,3248,2014-10-25,Soups,3248_2014-10-25
12932,3803,2014-06-17,Butter,3803_2014-06-17
12933,2389,2014-10-13,Turkey,2389_2014-10-13
12934,4266,2014-11-29,Yogurt,4266_2014-11-29
12935,2719,2014-02-16,Whole Milk,2719_2014-02-16
12936,1679,2014-08-19,Rolls/Buns,1679_2014-08-19
12937,3861,2014-03-18,Pip Fruit,3861_2014-03-18
12938,3402,2014-12-26,Flour,3402_2014-12-26
12939,3559,2014-11-12,Whole Milk,3559_2014-11-12
12940,4958,2014-05-10,Frozen Meals,4958_2014-05-10
12941,4780,2014-03-09,Chewing Gum,4780_2014-03-09
12942,4162,2014-02-16,Curd Cheese,4162_2014-02-16
12943,3813,2014-12-25,Beef,3813_2014-12-25
12944,4624,2014-04-22,Frozen Vegetables,4624_2014-04-22
12945,2004,2014-09-14,Pip Fruit,2004_2014-09-14
12946,3978,2014-09-06,Baking Powder,3978_2014-09-06
12947,4124,2014-07-27,Light Bulbs,4124_2014-07-27
12948,4280,2014-03-01,Soda,4280_2014-03-01
12949,3279,2014-11-26,Waffles,3279_2014-11-26
12950,4649,2014-09-10,Chewing Gum,4649_2014-09-10
12951,2293,2014-08-26,Shopping Bags,2293_2014-08-26
12952,3030,2014-05-02,Citrus Fruit,3030_2014-05-02
12953,4856,2014-07-08,Tropical Fruit,4856_2014-07-08
12954,3917,2014-05-30,Pip Fruit,3917_2014-05-30
12955,1486,2014-11-30,Soda,1486_2014-11-30
12956,2334,2014-03-02,Root Vegetables,2334_2014-03-02
12957,2097,2014-03-14,White Wine,2097_2014-03-14
12958,4169,2014-04-04,Rolls/Buns,4169_2014-04-04
12959,4821,2014-04-20,Beverages,4821_2014-04-20
12960,1487,2014-04-09,Rolls/Buns,1487_2014-04-09
12961,3308,2014-04-12,Other Vegetables,3308_2014-04-12
12962,2611,2014-04-26,Chewing Gum,2611_2014-04-26
12963,3203,2014-03-04,Soda,3203_2014-03-04
12964,4166,2014-12-07,Other Vegetables,4166_2014-12-07
12965,1010,2014-03-05,Pip Fruit,1010_2014-03-05
12966,4890,2014-11-30,Whole Milk,4890_2014-11-30
12967,3763,2014-02-04,Citrus Fruit,3763_2014-02-04
12968,1867,2014-02-22,Butter,1867_2014-02-22
12969,1532,2014-10-11,Liquor (Appetizer),1532_2014-10-11
12970,2923,2014-03-11,Citrus Fruit,2923_2014-03-11
12971,3489,2014-01-11,Whole Milk,3489_2014-01-11
12972,4370,2014-05-27,Yogurt,4370_2014-05-27
12973,1086,2014-09-26,Canned Beer,1086_2014-09-26
12974,4156,2014-12-13,Packaged Fruit/Vegetables,4156_2014-12-13
12975,2310,2014-03-21,Mustard,2310_2014-03-21
12976,1073,2014-06-05,Yogurt,1073_2014-06-05
12977,4818,2014-01-07,Pip Fruit,4818_2014-01-07
12978,2724,2014-04-23,Tropical Fruit,2724_2014-04-23
12979,2570,2014-07-29,Yogurt,2570_2014-07-29
12980,4495,2014-05-25,Long Life Bakery Product,4495_2014-05-25
12981,1423,2014-02-26,Citrus Fruit,1423_2014-02-26
12982,2298,2014-10-12,Hard Cheese,2298_2014-10-12
12983,1442,2014-07-28,Citrus Fruit,1442_2014-07-28
12984,4265,2014-04-17,Popcorn,4265_2014-04-17
12985,3589,2014-03-04,Other Vegetables,3589_2014-03-04
12986,3011,2014-08-29,Sugar,3011_2014-08-29
12987,4931,2014-09-26,Margarine,4931_2014-09-26
12988,3068,2014-09-05,Hamburger Meat,3068_2014-09-05
12989,2736,2014-06-10,Turkey,2736_2014-06-10
12990,2243,2014-10-02,Meat,2243_2014-10-02
12991,1769,2014-07-16,Bottled Beer,1769_2014-07-16
12992,1361,2014-12-10,Whole Milk,1361_2014-12-10
12993,4708,2014-11-09,Pastry,4708_2014-11-09
12994,4019,2014-10-31,Root Vegetables,4019_2014-10-31
12995,2441,2014-10-12,Root Vegetables,2441_2014-10-12
12996,2863,2014-07-07,Hamburger Meat,2863_2014-07-07
12997,1196,2014-01-20,Pip Fruit,1196_2014-01-20
12998,4418,2014-02-20,Nuts/Prunes,4418_2014-02-20
12999,2911,2014-03-23,Domestic Eggs,2911_2014-03-23
13000,3101,2014-02-07,Meat,3101_2014-02-07
13001,4948,2014-04-03,Other Vegetables,4948_2014-04-03
13002,1478,2014-04-07,Whipped/Sour Cream,1478_2014-04-07
13003,2126,2014-04-27,Other Vegetables,2126_2014-04-27
13004,2555,2014-12-12,Beef,2555_2014-12-12
13005,3170,2014-03-29,White Bread,3170_2014-03-29
13006,2244,2014-07-21,Coffee,2244_2014-07-21
13007,1666,2014-05-13,Pip Fruit,1666_2014-05-13
